Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),,MAF,km3,,
Gene Wash,,,CA00213,,CA00213,Metropolitan Water District Of Southern California,Public Utility,Public Utility,0,No,,No,Water Supply,Water Supply,California,35.002,34.2999,-114.1663,California,San Bernardino,,,Gene Wash,"California, Congressional District 25",Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Arch,Arch,,,140,127,,140,Greater than 100 feet,383,,1937,1930-1939,,6300,6300,,224,,,,,
East Pond,Coffin,East Pond Assn,ME00730,,ME00730,East Pond Association,Private,Private,0,No,,No,Recreation,Recreation;Other,Maine,36,44.631393,-69.826216,Maine,Somerset,Smithfield,,Sucker Brook,"Maine, Congressional District 02",Yes,Yes,MEMA,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Concrete,,,10,6,10,10,Less than 25 feet,86,,1849,Before 1900,1949,6300,6300,4000,1920,,,,,
Ledgemere                                                        ,Lake Arrowhead Dam,,ME00039,,ME00039,"Ledgemere Hydro, LLC",Private,Private,1,No,,No,Hydroelectric,Hydroelectric,Federal Energy Regulatory Commission,08788-01-01,43.6649,-70.7231,Maine,York,Limerick                                          ,0,Little Ossipee River          ,"Maine, Congressional District 01",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Timber Crib,Timber Crib;Rockfill;Earth,Unlisted/Unknown,Rock,25,,,25,25-50 feet,398,,1905,1900-1909,,6300,6300,6300,1100,,,,,
Packwood Lake,,,WA00150,,WA00150,Energy Northwest,Public Utility,Public Utility,1,No,,No,Hydroelectric,Hydroelectric;Recreation,Federal Energy Regulatory Commission,02244-01-01,46.5954,-121.5678,Washington,Lewis,Packwood                                          ,8,"Lake Creek, Cowlitz River     ","Washington, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity,Concrete,Unlisted/Unknown,14,,,14,Less than 25 feet,85,0,1964,1960-1969,,6300,6300,3500,453,,,,,
Hondo Creek WS SCS Site 1 Dam,,,TX02028,,TX02028,HONDO CREEK WATERSHED IMPROVEMENT DISTRICT;KARNES COUNTY SWCD,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Texas,TX02028,28.746879,-97.804972,Texas,Karnes,,,HONDO CREEK,"Texas, Congressional District 15",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,41,41,41,41,25-50 feet,3250,145390,1968,1960-1969,,6288,6288,200,0,,,,,
Lake Wabaunsee Dam,Eskridge City Dam,,KS02531,,KS02531,"ESKRIDGE, CITY OF",Local Government,Local Government,0,No,VAN DOREN HAZARD & STALLINGS INC,No,Water Supply,Water Supply;Recreation,Kansas,DWB-0011,38.86684068,-96.19817808,Kansas,Wabaunsee,HESSDALE,3,EAST BRANCH MILL CREEK-TR,"Kansas, Congressional District 02",Yes,Yes,KS Dept. of Agriculture,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,66,60,,66,51-100 feet,1400,,1996,1990-1999,,6285.6,6285.6,3499.7,228.3,,,,,
Nims Lake Dam,,,MO30064,,MO30064,,Private,Private,0,No,PARCEL AND ASSOC.;SVERDRUP,No,Recreation,Recreation;Water Supply,Missouri,,37.63706639,-90.32838696,Missouri,Madison,FREDERICKTOWN,7,WILLS BRANCH,"Missouri, Congressional District 08",Yes,Yes,Dam and Reservoir Safety Program,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Rockfill,Rockfill,Concrete,Rock,57,,57,57,51-100 feet,500,104500,1963,1960-1969,1986,6280,6280,6280,225,,,,,
Lon Hagler,,,CO00165,,CO00165,CONSOLIDATED HOME SUPPLY DITCH & RES. CO (DAVE SCH,Private,Private,0,No,USDA NRCS,No,Irrigation,Irrigation;Recreation,Colorado,40137,40.366883,-105.143,Colorado,Larimer,LOVELAND,4,BIG THOMPSON RIVER-OS,"Colorado, Congressional District 02",Yes,Yes,DWR,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,60,61,71,71,51-100 feet,5085,75189,1967,1960-1969,,6275,6275,5228,201,,,,,
Triple Crossing,,,MT00689,,MT00689,PAGE-WHITHAM,Private,Private,0,No,,Yes,Flood Risk Reduction,Flood Risk Reduction,Montana,,47.9791,-107.1173,Montana,Valley,NASHUA,54,LONE TREE CREEK,"Montana, Congressional District 02",Yes,Yes,DNRC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,35,35,,35,25-50 feet,2313,,1961,1960-1969,,6272,6272,4358,,,,,,
Canoe Brook Reservoir #3 Dam,,,NJ00527,,NJ00527,New Jersey-American Water Company,Private,Private,0,No,,,Water Supply,Water Supply,New Jersey,25-164,40.79025,-74.36131667,New Jersey,Essex,Livingston Township,,Passaic River-OFFSTREAM,"New Jersey, Congressional District 11",Yes,Yes,NJDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Gravity,,,57,,,57,51-100 feet,1280,,1956,1950-1959,,6270,,6270,165,,,,,
Clinton Lake,,Clinton,OK10497,,OK10497,CITY OF CLINTON,Local Government,Local Government,0,No,AMBERSON CONST.,No,Water Supply,Water Supply,Oklahoma,,35.434338,-99.219394,Oklahoma,Washita,FOSS,4,TURKEY CREEK,"Oklahoma, Congressional District 03",Yes,Yes,OWRB,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,54,54,54,54,51-100 feet,2420,0,1931,1930-1939,,6270,6270,3980,335,,,,,
Black River Falls                                                ,,,WI00043,,WI00043,"Black River Falls, City of",Local Government,Local Government,1,No,,No,Hydroelectric,Hydroelectric;Recreation,Federal Energy Regulatory Commission,03052-01-01,44.297,-90.845,Wisconsin,Jackson,Black River Falls                                 ,0,Black River                   ,"Wisconsin, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity;Concrete,,,18,,,18,Less than 25 feet,843,,1912,1910-1919,,6270,6270,1980,198,,,,,
Bull Creek W/S Str. #01,,,GA01110,,GA01110,Columbus Consolidated Government,Local Government,Local Government,0,No,UNKNOWN,No,Flood Risk Reduction,Flood Risk Reduction,Georgia,106-002-01066,32.541944,-84.848889,Georgia,Muscogee,COLUMBUS,,BULL CREEK,"Georgia, Congressional District 02",Yes,Yes,GA-SAFE DAMS PROGRAM,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,54,,,54,51-100 feet,3500,,1971,1970-1979,,6268,6268,296,0,,,,,
Twin Buttes,,,WY00088,,WY00088,WYOMING GAME AND FISH COMMISSION,State,State,0,No,JOHN S OGDEN,Yes,Fish and Wildlife Pond,Fish and Wildlife Pond,Wyoming,7435R,41.237778,-105.848333,Wyoming,Albany,LARAMIE,12,MORTENSEN DRAW,"Wyoming, Congressional District 00",Yes,Yes,SEO,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,8,3,8,8,Less than 25 feet,1100,980,1972,1970-1979,,6250,6250,3912,334,,,,,
Jamesville Reservoir Dam,,,NY00418,,NY00418,New York State Canal Corporation,State,State,0,No,,No,Navigation,Navigation;Recreation,New York,083-0396,42.9825,-76.07,New York,Onondaga,Jamesville,1,BUTTERNUT CREEK,"New York, Congressional District 22",Yes,Yes,NYS DEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Masonry,Masonry;Concrete,,,53,,,53,51-100 feet,446,,1874,Before 1900,,6250,6250,3900,252,,,,,
Lake Hauto,,,PA00606,,PA00606,LAKE HAUTO CLUB,Private,Private,0,No,,No,Recreation,Recreation,Pennsylvania,D13-001,40.84611111,-75.89972222,Pennsylvania,Carbon,,,NESQUEHONING CREEK,"Pennsylvania, Congressional District 07",Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Roller-Compacted Concrete,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,33,,,33,25-50 feet,1700,,1914,1910-1919,2003H,6250,6250,4250,290,,,,,
H A Stewart,Latrobe Reservoir,,PA00479,,PA00479,LATROBE MUNICIPAL AUTHORITY,Local Government,Local Government,0,No,,No,Water Supply,Water Supply,Pennsylvania,D65-066,40.27444444,-79.25472222,Pennsylvania,Westmoreland,,,TROUT RUN,"Pennsylvania, Congressional District 14",Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,86,,,86,51-100 feet,600,,1920,1920-1929,,6250,6250,3650,136,,,,,
Wheeler Branch Dam,,,TX07203,,TX07203,SOMERVELL COUNTY WATER DISTRICT,Local Government,Local Government,0,No,FREESE AND NICHOLS,No,Irrigation,Irrigation;Recreation;Water Supply,Texas,TX07203,32.25695,-97.76843,Texas,Somervell,GLEN ROSE,2,WHEELER BRANCH,"Texas, Congressional District 25",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,91,91,91,91,51-100 feet,1800,,2008,Since 2000,,6248,6248,4118,169,,,,,
Stiles Lake Dam,Stiles Reservoir Dam,,MA00983,,MA00983,Stiles Lake Water District,Local Government,Local Government,0,No,,,Recreation,"Recreation;Fire Protection, Stock, Or Small Fish Pond",Massachusetts,,42.21535439,-71.94203466,Massachusetts,Worcester,Leicester,,Barton Brook,"Massachusetts, Congressional District 02",Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,26,32,32,25-50 feet,500,,1865,Before 1900,2020,6245,6245,3905,351,,,,,
Pony Creek - Upper,None,None,OR00200,,OR00200,COOS BAY - NORTH BEND WATER BOARD,Local Government,Local Government,0,No,URS,No,Water Supply,Water Supply,Oregon,P-14,43.36841964,-124.2576065,Oregon,Coos,NORTH BEND,2,PONY CREEK,"Oregon, Congressional District 04",Yes,Yes,OWRD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,77,37,51,77,51-100 feet,380,100,2001,Since 2000,,6245,1680,6245,273,,,,,
South Pacolet River Reservoir 1,,,SC00738,,SC00738,CITY OF SPARTANBURG,Local Government,Local Government,0,No,,No,Hydroelectric,Hydroelectric;Water Supply,South Carolina,D3324,35.1111,-81.9702,South Carolina,Spartanburg,,,SOUTH PACOLET RIVER,"South Carolina, Congressional District 05",Yes,Yes,SC DHEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,74,,,74,51-100 feet,,,1926,1920-1929,,6242,6242,4647,182,,,,,
Hammertown Lake Dam,,,OH00507,,OH00507,City of Jackson,Local Government,Local Government,0,No,"JONES AND HENRY ENGINEERS, LIMITED",,Water Supply,Water Supply;Recreation,Ohio,9025-001,39.05638889,-82.68472222,Ohio,Jackson,SHARON,0.9,TRIBUTARY TO BUCKEYE CREEK,"Ohio, Congressional District 02",Yes,Yes,Department of Natural Resources,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,60,,,60,51-100 feet,1200,170000,1954,1950-1959,,6239,6239,4200,170,,,,,
Leona River WS SCS Site 1 Dam,,,TX06456,,TX06456,EDWARDS AQUIFER AUTHORITY;NUECES FRIO SABINAL SWCD;UVALDE COUNTY,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Texas,TX06456,29.27,-99.83333,Texas,Uvalde,,,COOKS SLOUGH,"Texas, Congressional District 23",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth;Rockfill,,,28,28,28,28,25-50 feet,7860,318020,1986,1980-1989,,6238,6238,219,45,,,,,
Upper Glasston West Dam,Lake Adam West Dam,,MT00380,"MT03267, East dike",MT00380,SWEETGRASS CANAL & RES CO,Private,Private,0,Yes,,No,Irrigation,Irrigation,Montana,43BV-W-125786-0,46.03367326,-109.8306715,Montana,Sweet Grass,GREYCLIFF,29,SWEETGRASS CANAL OFFSTREAM,"Montana, Congressional District 02",Yes,Yes,DNRC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,22,16,,22,Less than 25 feet,300,,1912,1910-1919,,6236,6236,6236,407,,,,,
New Harrisburg Reservoir Dam,Harrisburg Reservoir,,IL00017,,IL00017,CITY OF HARRISBURG,Local Government,Local Government,0,No,"RALPH D. BROWN, S. E.",No,Other,Other;Water Supply,Illinois,,37.83642,-88.59037,Illinois,Saline,GALATIA-OFFSTREAM,0.1,TRIB MIDDLE FORK SALINE RIVER,"Illinois, Congressional District 12",Yes,Yes,IDNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,38,,,38,25-50 feet,1000,0,1955,1950-1959,,6233,6233,2050,218,,,,,
Lower Willow Creek Dam,,,MT01155,,MT01155,LOWER WILLOW CREEK DRAINAGE DISTRICT,Local Government,Local Government,0,No,USDA NRCS,No,Irrigation,Irrigation;Recreation;Flood Risk Reduction,Montana,,46.5592,-113.314,Montana,Granite,HALL,6,LOWER WILLOW CREEK,"Montana, Congressional District 01",Yes,Yes,DNRC,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Rock;Soil,85,85,96,96,51-100 feet,970,,1962,1960-1969,1978,6230,6230,4930,174,,,,,
Dry Fork,,,MT03780,,MT03780,BRIESE BROTHERS,Private,Private,0,No,,No,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond",Montana,,48.6644,-109.2227,Montana,Blaine,CHINOOK,8,DRY FORK CREEK,"Montana, Congressional District 02",Yes,Yes,DNRC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,Soil,45,36,,45,25-50 feet,1300,,1986,1980-1989,,6229,6229,6229,406,,,,,
Lyons,,,CA00387,,CA00387,Pacific Gas and Electric Company,Private,Private,1,No,,No,Hydroelectric,"Hydroelectric;Fire Protection, Stock, Or Small Fish Pond;Irrigation",Federal Energy Regulatory Commission,01061-01-01,38.0941,-120.1674,California,Tuolumne,Long Barn                                         ,2,South Fork Stanislaus River   ,"California, Congressional District 05",Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Concrete,Concrete;Arch,,,132,,,132,Greater than 100 feet,535,,1930,1930-1939,,6228,6228,6228,184,,,,,
Bennett Creek WS SCS Site 3 Dam,,,TX04502,,TX04502,MILLS COUNTY;MILLS COUNTY SWCD,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Texas,TX04502,31.525114,-98.455892,Texas,Mills,,,NORTH BENNETT CREEK,"Texas, Congressional District 11",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,65,65,65,65,51-100 feet,2715,351996,1976,1970-1979,,6226,6226,200,33,,,,,
Memphis Lake Dam,,,MO10217,,MO10217,,Local Government,Local Government,0,No,,No,Recreation,Recreation;Water Supply,Missouri,,40.43980286,-92.21764194,Missouri,Scotland,MEMPHIS,3,TR-NORTH FABIUS RIVER,"Missouri, Congressional District 06",Yes,Yes,Dam and Reservoir Safety Program,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Rock,60,,61,61,51-100 feet,1635,300000,1975,1970-1979,1985,6225,6225,4109,248,,,,,
Killarney Slurry Impoundment,,,WV08130,,WV08130,"Pocahontas Coal Company, LLC",Private,Private,,No,,,Tailings,Tailings,Mine Safety and Health Administration,WV04-00081-02,37.625556,-81.275278,West Virginia,Raleigh,East Gulf,1,,"West Virginia, Congressional District 01",No,No,,No,No,No,Yes,,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,No,N/A,Earth,Earth,,,657,,,657,Greater than 100 feet,4800,,,Undetermined,,6222,6222,,,,,,,
"Farmland Reserve, INC. - Neponset",,,UT00225,,UT00225,"FARMLAND RESERVE, INC. LDS CHURCH",Private,Private,0,No,,,Irrigation,Irrigation,Utah,UT00225,41.3851924,-111.1174115,Utah,Rich,WOODRUFF,18,BEAR RIVER - OFFSTREAM,"Utah, Congressional District 01",Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,19,28,28,25-50 feet,1850,,1924,1920-1929,,6216,6216,6000,,,,,,
Floodwood Lake,,,MN00096,,MN00096,MNDNR,State,State,0,No,,No,Recreation,Recreation,Minnesota,,47.16905,-93.03462,Minnesota,St. Louis,Floodwood,25,Floodwood River,"Minnesota, Congressional District 08",Yes,Yes,MNDNR EWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,7,,8,8,Less than 25 feet,35,,1940,1940-1949,1949,6213,6213,5232,341,,,,,
Spring Creek 11-A 303,,,NE00303,,NE00303,Dawson County,Local Government,Local Government,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Nebraska,,41.01103506,-99.9719745,Nebraska,Dawson,LEXINGTON                   ,22,TR-SPRING (STREVER) CREEK   ,"Nebraska, Congressional District 03",Yes,Yes,NE DNR,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Soil,38,36,41,41,25-50 feet,1520,179100,1972,1970-1979,,6207,6207,17,103,,,,,
Panbowl Lake,Jackson Breathitt Lake,,KY00108,,KY00108,KENTUCKY TRANSPORTATION CABINET,State,State,0,No,KENTUCKY TRANSPORTATION CABINET,,Recreation,Recreation,Kentucky,KY00108,37.558357,-83.369634,Kentucky,Breathitt,JACKSON,1,N. FORK KENTUCKY RIVER,"Kentucky, Congressional District 05",Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Rockfill,Rockfill,,,46,,,46,25-50 feet,400,,1961,1960-1969,,6200,6200,1297.7,98.1,,,,,
Austrian,,,CA00680,,CA00680,San Jose Water Company,Public Utility,Public Utility,0,No,,No,Water Supply,Water Supply,California,622.013,37.1319,-121.9317,California,Santa Clara,Los Gatos,8,Los Gatos Creek,"California, Congressional District 19",Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,185,170,,185,Greater than 100 feet,700,,1950,1950-1959,,6200,6200,,96,,,,,
Breeds Pond Outlet Dam No. 5,Breeds Pond Outlet Dam,,MA00238,,MA00238,Lynn Water and Sewer Commission,Local Government,Local Government,0,No,,,Water Supply,Water Supply,Massachusetts,,42.473476,-70.978171,Massachusetts,Essex,Lynn,,"Moore's Brook, Tributary of Saugus","Massachusetts, Congressional District 06",Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Concrete,,,,39,44,44,25-50 feet,1420,,1870,Before 1900,1994,6200,6200,5200,192,,,,,
Noralyn N-4,N-4,,FL00670,,FL00670,THE MOSAIC COMPANY,Private,Private,0,No,,No,Tailings,Tailings,Florida,,27.82,-81.830002,Florida,Polk,BARTOW,5,PEACE RIVER,"Florida, Congressional District 18",Yes,Yes,FDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,36,36,31,36,25-50 feet,3800,6200,1958,1950-1959,,6200,6200,6200,172,,,,,
Lake Carmi,,,VT00210,,VT00210,STATE OF VERMONT - DEC,State,State,0,No,DEC,No,Recreation,Recreation,Vermont,,44.98972702,-72.84819794,Vermont,Franklin,FRANKLIN,0,PIKE RIVER-TR,"Vermont, Congressional District 00",Yes,Yes,DEC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Concrete,Concrete;Earth;Gravity,Concrete,Rock;Soil,9,9,17,17,Less than 25 feet,160,0,1970,1970-1979,,6200,6200,0,1375,,,,,
Tenoroc Bdn-T-03,,,FL11030,,FL11030,STATE OF FLORIDA,State,State,0,No,UNKNOWN,No,Tailings,Tailings,Florida,FL11030,28.0077,-81.882202,Florida,Polk,LAKELAND,0,SADDLE CREEK,"Florida, Congressional District 18",Yes,Yes,SWFWMD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,10,5,12,12,Less than 25 feet,21130,410900,1950,1950-1959,,6200,6200,5540,554,,,,,
Clear Springs Cs-4,,,FL00675,,FL00675,THE MOSAIC COMPANY,Private,Private,0,No,,No,Tailings,Tailings,Florida,,27.85,-81.82,Florida,Polk,FORT MEADE,6,PEACE RIVER,"Florida, Congressional District 18",Yes,Yes,FDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,27,27,22,27,25-50 feet,13600,6200,1956,1950-1959,,6200,6200,5400,230,,,,,
Bear Gap No 6,,,PA00817,,PA00817,"AQUA PENNSYLVANIA, INC.",Private,Private,0,No,,No,Water Supply,Water Supply,Pennsylvania,D49-001,40.83388889,-76.42027778,Pennsylvania,Columbia,,,SOUTH BRANCH ROARING CREEK,"Pennsylvania, Congressional District 09",Yes,Yes,Pennsylvania Department of Environmental Protection,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,70,,,70,51-100 feet,1540,,1915,1910-1919,,6200,6200,3200,185,,,,,
Geode Lake Dam,,,IA01347,,IA01347,Iowa Department of Natural Resources,State,State,0,No,STANLEY ENGR. CO & DNR,No,Recreation,Recreation,Iowa,1347,40.8105,-91.3854,Iowa,Des Moines,AUGUSTA,9,TR-SKUNK RIVER,"Iowa, Congressional District 01",Yes,Yes,IOWA DNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,Rock;Soil,59,,,59,51-100 feet,1060,348928,1949,1940-1949,1954,6200,6200,4700,195,,,,,
City of Lakeland Wetland Treatment System Central,,Wrg-Bl-011 Central,FL11037,,FL11037,CITY OF LAKELAND,Local Government,Local Government,0,No,ARDAMAN & ASSOCIATES,No,Tailings,Tailings,Florida,FL11037,27.9002,-81.950798,Florida,Polk,LAKELAND,0,ALAFIA RIVER,"Florida, Congressional District 18",Yes,Yes,FDEP,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,25,20,27,27,25-50 feet,16000,1386500,1995,1990-1999,,6200,6200,5460,273,,,,,
No. 6 Settling Basin,,,FL00699,,FL00699,ASSOCIATED MINERALS LTD,Private,Private,0,No,,No,Other,Other,Florida,FL00083668,29.884908,-81.713833,Florida,Clay,ST AUGUSTINE,0,CLARKES CREEK,"Florida, Congressional District 04",Yes,Yes,SJRWMD,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,22,18,26,26,25-50 feet,0,6200,,Undetermined,,6200,6200,5840,330,,,,,
Crystal Creek,,,CO00410,,CO00410,COLORADO SPRINGS UTILITIES,Local Government,Local Government,0,No,,No,Water Supply,Water Supply;Hydroelectric,Colorado,100116,38.920004,-105.0239,Colorado,El Paso,GREEN MT FALLS,1,CRYSTAL CREEK,"Colorado, Congressional District 05",Yes,Yes,DWR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Metal,,90,90,133,133,Greater than 100 feet,790,30000,1934,1930-1939,,6200,6200,3479,136,,,,,
Easter Lake Dam,,,IA00915,,IA00915,Polk County Conservation Board,Local Government,Local Government,0,No,POLK CO ENG. & A. L.  ALIN,No,Recreation,Recreation,Iowa,915,41.5451,-93.554,Iowa,Polk,DES MOINES,0,YEADER CREEK,"Iowa, Congressional District 03",Yes,Yes,IOWA DNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,43,,,43,25-50 feet,1860,204129,1967,1960-1969,,6200,6200,3200,218,,,,,
Lake Flower                                                      ,Saranac Lake Dam,,NY00707,,NY00707,"Village of Saranac Lake, NY",Local Government,Local Government,1,No,,No,Hydroelectric,Hydroelectric;Navigation;Fish and Wildlife Pond;Recreation,Federal Energy Regulatory Commission,08369-01-01,44.3244,-74.1329,New York,Franklin,Saranac Lake                                      ,0,Saranac River                 ,"New York, Congressional District 21",No,Yes,,No,Yes,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity;Concrete,Concrete,Soil,19,,,19,Less than 25 feet,97,,1937,1930-1939,,6200,6200,6200,1360,,,,,
Cedar Cliff - Spillway                                           ,,,NC00334,S002,NC00334S002,Duke Energy,Public Utility,Public Utility,3,Yes,,No,Hydroelectric,Hydroelectric,Federal Energy Regulatory Commission,02698-03-03,35.253351,-83.100271,North Carolina,Jackson,"Tuckasegee, NC                                    ",2,East Fork Tuckasegee River    ,"North Carolina, Congressional District 11",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Concrete,Concrete,,Rock,25,,25,25,25-50 feet,25,,1952,1950-1959,,6200,6200,6200,121,,,,,
